parent_personal_number,child_personal_number
2846535,6844382
3628638,6020338
5367972,2438632
5367972,9678151
1136934,4651657
1136934,2465516
5001370,7426740
5001370,6184901
5001370,1942449
5001370,7852684
5454167,5911630
8107341,1662998
8107341,5659178
8157569,3186437
8157569,7580322
8157569,3141124
1057919,1770372
1057919,3455657
9518229,5702142
9518229,3798674
9518229,1135229
7173761,1968273
7173761,8049707
7309524,8042054
7378488,7051115
2999310,3601710
7003236,9490990
6734937,2642009
1903041,2841944
1903041,3161114
6494876,1532229
6494876,8149988
6494876,7328315
6494876,6935415
7480046,4870894
6098656,1329772
6951500,4074984
6826076,1333028
6826076,2822580
6826076,8950769
2318033,1313965
2318033,7815273
5989157,8104293
2379383,7051449
6935415,3051010
1097317,3316470
1097317,3560206
1097317,8012221
5632680,4578234
7233221,3314157
7233221,8329014
7233221,1025772
7233221,7269122
4258592,1013917
2249947,4272991
4981431,3785174
4981431,8075369
5857956,2438632
5857956,9678151
2399099,8320532
2399099,4544759
2399099,7707896
5354460,5988841
4282093,9519510
5297616,3917124
5297616,9521311
9057105,1808113
1173966,4028887
1173966,4148596
1173966,1949629
1173966,5367972
1173966,6158872
6842563,4651657
6842563,2465516
5664588,6534573
5664588,8742597
8885139,4956710
4794609,7426740
4794609,6184901
4794609,1942449
4794609,7852684
9024041,9826460
9024041,3415568
5627197,9240899
5627197,4437087
2003973,7874806
2003973,3508171
2003973,6872600
2003973,4141642
5700823,4278243
5700823,9294717
5700823,4693044
8086033,5255157
7240436,1662998
7240436,5659178
4278157,7503474
3158786,7890618
3158786,3564193
3158786,4743636
8458279,1968273
8458279,8049707
3863279,4124984
3863279,8976159
3863279,5255120
1565031,3336680
1565031,2121127
1565031,1247165
1600479,5095827
6350330,9460521
9031670,3601710
5698879,7423718
5698879,4613127
4303561,5075459
4303561,9299689
4303561,9626045
9289555,8597498
9289555,3674486
9289555,7419362
8141856,3496600
8141856,7744679
8141856,3076530
8141856,5766275
7112826,1329772
9531332,4578234
7976469,6907446
6474108,2481198
4396741,1794261
1428200,4272991
2314322,2880829
2314322,6460303
2314322,1354055
2314322,2819583
2314322,3691813
4547830,8917784
4547830,4567120
4568013,5257833
4249336,6285495
3204477,7380577
3204477,1581363
3204477,3264561
3204477,6659780
4862057,9433995
4862057,6300447
2057068,9505637
2057068,4567914
1017920,5988841
3942991,4557021
2968572,4735656
2968572,9842384
8066929,6534573
8066929,8742597
4970935,9826460
4970935,3415568
5460793,8697061
5825161,6785186
5825161,8411353
5825161,6260757
9689922,3540913
9689922,9349269
9689922,1464969
9689922,7827053
3928687,9687767
3928687,1719598
4262797,1126127
9320400,7503474
5006922,9546132
5006922,6217607
5006922,2874296
7890859,2171659
9144183,6327602
9144183,9033663
9144183,7157058
9144183,6829577
6508527,1710635
3119852,9460521
4217434,7423718
4217434,4613127
2567804,4946963
2567804,4752514
2567804,7616299
2567804,1710369
2567804,5412494
3152678,4062100
3152678,5182227
4126598,2532129
4126598,2698461
7580896,6669358
7580896,3706451
7580896,1150438
4201750,6751227
4201750,3456358
4201750,4874904
4201750,1729318
4201750,3464370
4201750,6844382
1940378,6020338
2065743,9719049
8400839,4708664
8400839,3859590
8400839,5076263
6543273,3186437
6543273,7580322
6543273,3141124
2140871,5751268
1270545,7051115
4952366,1333028
4952366,2822580
4952366,8950769
5028336,6738326
5028336,7094305
5080366,4924677
4827578,5285268
2822580,3496600
2822580,7744679
2822580,3076530
2822580,5766275
8491482,7051449
8475188,3316470
8475188,3560206
8475188,8012221
3578844,9819941
3578844,2991394
3578844,2379256
3578844,1649275
6205618,3314157
6205618,8329014
6205618,1025772
6205618,7269122
8719744,8697061
3235793,6236425
3235793,4116456
3235793,9776426
3235793,3637664
3235793,4130783
2008978,1013917
3603015,6785186
3603015,8411353
3603015,6260757
7744021,6327602
7744021,9033663
7744021,7157058
7744021,6829577
3173064,9436879
1180718,5326319
3153801,9719049
4336627,9596126
2471059,8518252
2471059,8587804
2471059,6021059
4468643,5751268
8540383,3785174
8540383,8075369
7378209,7616145
7378209,9519878
7378209,1428200
7378209,8719744
2950863,6738326
2950863,7094305
6372547,4924677
9828172,5942149
3182997,2747169
3536177,8427475
3536177,5579616
3536177,8803950
6455855,9519510
4059142,5285268
6375495,6215724
6375495,5108836
6375495,2431821
6375495,7508339
5655739,4562227
5655739,3892349
5655739,5706807
9806301,9751290
1348583,3917124
1348583,9521311
9831971,5326319
8543673,2860365
8543673,9419947
8543673,3755196
5156079,2747169
5039272,8427475
5039272,5579616
5039272,8803950
2412585,3609492
9774360,9413887
5105942,9592894
3558982,6328435
3558982,5283473
3558982,1050665
5794621,9751290
3792230,8293112
3792230,1287196
3792230,9478696
5508481,8714955
5508481,1013566
7272663,2722705
7272663,8743242
3368193,4278243
3368193,9294717
3368193,4693044
6307002,4056645
6307002,7070538
9917516,3609492
8934398,3185719
8934398,7140454
8934398,2305505
8934398,4877610
9623393,9413887
9251616,9592894
5496287,8714955
5496287,1013566
9122818,2722705
9122818,8743242
3213983,4711685
3213983,8658524
3213983,6734937
3213983,3339270
1954545,8332964
1954545,1088261
1954545,9576225
7408898,8332964
7408898,1088261
7408898,9576225
1243899,5255157
7845533,5509128
7845533,4549494
7845533,5309018
4011785,4124984
4011785,8976159
4011785,5255120
2258145,5509128
2258145,4549494
2258145,5309018
8718527,3336680
8718527,2121127
8718527,1247165
2824547,5095827
2754530,6907446
6983243,5909940
6983243,6845905
6983243,5732682
2122312,8402524
4253735,1580226
8999264,4574108
1332130,7409978
6760860,1794261
4700005,8917784
4700005,4567120
2305950,8402524
7732004,6211314
9203586,9433995
9203586,6300447
8104890,4574108
8525373,7409978
6482671,2089171
6006809,2089171
8013037,8684102
8013037,1650875
8013037,4835205
1727185,7447765
1727185,6790759
1727185,8712474
7676536,4557021
4868422,8684102
4868422,1650875
4868422,4835205
5231610,8408492
5231610,6667864
5231610,6118726
5231610,1958534
6118442,3133117
6118442,4796846
1621002,7342080
1621002,8121170
8971588,2059409
8971588,6510646
8126487,4735656
8126487,9842384
1181252,3540913
1181252,9349269
1181252,1464969
1181252,7827053
3160639,3663625
3160639,6646367
7990343,3663625
7990343,6646367
5838395,8479619
5838395,9916019
5838395,4762526
1948198,1126127
7286317,2602129
7286317,6636024
6796235,7506877
7917306,2171659
7048365,4321111
7048365,5425399
5414227,3698580
5414227,4722518
3498672,3633550
3912542,2602129
3912542,6636024
1213689,7273755
1749211,1710635
8898376,4062100
8898376,5182227
3765000,6669358
3765000,3706451
3765000,1150438
1442369,5831448
5548750,4708664
5548750,3859590
5548750,5076263
8670630,7236350
8670630,1838695
8670630,6013348
2101495,2299524
9651318,3562029
9651318,4768606
8493245,7506877
9412755,3633550
8821660,9819941
8821660,2991394
8821660,2379256
8821660,1649275
6834807,6236425
6834807,4116456
6834807,9776426
6834807,3637664
6834807,4130783
2739289,8859876
7943720,9436879
9776426,5946313
1470689,7273755
1097623,5809722
1097623,4842299
7767742,9596126
1143464,6239178
5775260,7236350
5775260,1838695
5775260,6013348
9358255,8518252
9358255,8587804
9358255,6021059
1662002,7616145
1662002,9519878
1662002,1428200
1662002,8719744
5670574,7556203
8300423,3860275
8917784,2299524
3936040,3562029
3936040,4768606
6697609,6137663
6697609,7633439
6697609,7786285
3984389,3527710
3984389,9135386
3984389,9603010
8240750,1771014
8240750,9319933
2789284,5942149
2866538,8859876
8783880,5235596
8783880,9735067
3033579,6215724
3033579,5108836
3033579,2431821
3033579,7508339
2812482,9349151
4036798,5946313
6348545,8128884
6348545,4614396
6348545,2616087
6348545,6560325
8023930,6239178
6211314,7556203
8555080,6137663
8555080,7633439
8555080,7786285
5027107,4562227
5027107,3892349
5027107,5706807
9333857,2812482
9333857,6435300
9333857,4636162
4196324,5939156
4196324,1739834
7193357,7569579
7193357,5819949
7193357,2027903
7193357,6832480
7193357,4919105
7193357,8050979
1898248,5205797
6898318,2860365
6898318,9419947
6898318,3755196
3081852,1999116
3081852,5043547
3081852,2892344
5174728,5481321
3897853,6328435
3897853,5283473
3897853,1050665
2179308,4625229
2179308,7708859
9501417,7085016
9501417,9754509
9501417,7938345
1013917,2397568
7190049,8867836
7190049,9676204
7190049,5118842
9866391,1771014
9866391,9319933
2596214,5235596
2596214,9735067
2250771,8293112
2250771,1287196
2250771,9478696
6477654,9349151
6196265,9131843
6435300,1554120
6435300,9141787
9238731,5823379
6084605,3847529
6084605,7515188
6084605,7304074
6646625,4056645
6646625,7070538
1904723,4176216
1904723,2398369
1904723,6467100
1904723,1595948
3708010,3185719
3708010,7140454
3708010,2305505
3708010,4877610
1725770,7906926
1725770,8270240
1725770,7456357
8914581,3512884
1184815,4551268
4741151,7604981
4741151,1480274
4741151,6815580
4741151,3673300
4741151,9106380
8992894,4711685
8992894,8658524
8992894,6734937
8992894,3339270
5486000,1802133
5486000,9345989
9797697,7085016
9797697,9754509
9797697,7938345
8311787,8503693
8311787,3538523
8311787,2373692
8311787,1378633
8311787,8779342
8311787,5473156
8311787,1068593
8311787,8280179
9284617,5909940
9284617,6845905
9284617,5732682
6022813,1580226
4771790,6211314
2995318,7447765
2995318,6790759
2995318,8712474
9883130,8408492
9883130,6667864
9883130,6118726
9883130,1958534
3340442,7982135
1175384,3133117
1175384,4796846
4502760,2397568
9155679,7342080
9155679,8121170
8674627,5532987
8674627,1712505
8674627,4307200
3967675,8867836
3967675,9676204
3967675,5118842
1654806,2059409
1654806,6510646
7050337,2859596
1349412,1554120
1349412,9141787
3456223,8479619
3456223,9916019
3456223,4762526
9860708,3847529
9860708,7515188
9860708,7304074
2121127,9517394
4245681,6582325
4245681,8699812
9701355,4321111
9701355,5425399
4139874,7313635
6931879,7982135
3218361,3698580
3218361,4722518
3493318,5831448
6790222,9517394
3744374,5809722
3744374,4842299
8793761,6582325
8793761,8699812
4880474,8221695
6943449,3860275
7582236,3527710
7582236,9135386
7582236,9603010
4722518,8221695
2500081,8128884
2500081,4614396
2500081,2616087
2500081,6560325
3998572,2812482
3998572,6435300
3998572,4636162
1073653,4602819
1073653,5973426
1073653,9920568
1073653,6485831
1073653,9704255
3649928,4946129
9846967,9436757
9659215,4602819
9659215,5973426
9659215,9920568
9659215,6485831
9659215,9704255
4237647,9436757
9094745,5244057
9094745,6018736
9094745,6739399
8575609,5939156
8575609,1739834
1919334,7569579
1919334,5819949
1919334,2027903
1919334,6832480
1919334,4919105
1919334,8050979
4444571,2974374
6005355,2974374
3556681,5681413
3556681,1779844
2378647,5205797
9178270,5681413
9178270,1779844
8764784,2334788
8743121,1700468
8743121,7721031
9537458,9413735
6550044,2199948
6550044,4479449
9234561,1999116
9234561,5043547
9234561,2892344
8907001,4831403
8907001,4549678
8907001,7098667
8907001,7529915
8907001,3524744
1022582,2334788
4809875,5481321
6384723,9818397
6384723,2901721
6065034,9413735
9189699,9571313
6580454,4625229
6580454,7708859
7372261,2395996
3315825,5089244
3315825,9578104
3184717,9818397
3184717,2901721
2199943,4852503
2199943,8292125
2199943,6406607
9536344,1568861
9536344,6606820
5638901,6818683
4029824,9131843
7989314,2395996
3877254,2365922
3877254,7784778
3877254,5685889
4417961,5823379
1883736,4933438
1883736,9320400
1883736,5775260
1883736,4899545
4659544,6818683
1848458,5947172
5793867,4176216
5793867,2398369
5793867,6467100
5793867,1595948
8401431,1408103
2919352,2611895
2919352,3881774
2919352,6373126
2821457,8849253
2821457,8681570
2821457,8755745
2821457,7593039
2821457,4844695
2802848,2365922
2802848,7784778
2802848,5685889
1861988,5041115
1861988,4196453
1861988,9176944
2372712,2824212
8928736,5947172
7778769,7629275
9073624,5041115
9073624,4196453
9073624,9176944
6126976,7906926
6126976,8270240
6126976,7456357
2928351,1611658
7697889,2775715
7697889,1641078
7697889,1570484
7697889,1219847
7697889,8646997
6973971,8820087
6973971,1234900
6973971,1571289
6909158,3512884
7525978,1002287
7525978,9597184
1397001,9046300
1397001,9460300
4378499,9928663
5830372,4551268
2759982,2824212
3713511,7629275
5905050,7604981
5905050,1480274
5905050,6815580
5905050,3673300
5905050,9106380
9592246,3898705
9592246,2758170
5267597,7473170
5280697,1689867
5280697,4188598
5915753,8820087
5915753,1234900
5915753,1571289
2241345,2163720
2745335,5013643
2745335,3474761
2745335,2538543
7684946,1802133
7684946,9345989
9036136,8503693
9036136,3538523
9036136,2373692
9036136,1378633
9036136,8779342
9036136,5473156
9036136,1068593
9036136,8280179
2680277,1907108
2680277,9349766
2680277,8170391
5613195,8086436
5613195,6810973
9956460,5532987
9956460,1712505
9956460,4307200
5803301,2859596
9022440,1002287
9022440,9597184
1793898,7473170
8261887,2921510
7074853,7768462
4405553,2163720
2895458,7473942
2895458,5713807
3995813,7313635
9628489,7180542
9628489,2124827
8493689,7930392
8493689,5979643
5914734,8855654
5914734,6811056
5914734,1854414
5914734,4262691
6161101,4946129
8906313,5244057
8906313,6018736
8906313,6739399
3421189,4421984
5646197,5013643
5646197,3474761
5646197,2538543
5946333,8086436
5946333,6810973
6696309,6294422
8417860,1700468
8417860,7721031
7773467,3894049
7773467,5781377
7773467,8594229
5851966,2921510
7098086,2199948
7098086,4479449
3631059,4831403
3631059,4549678
3631059,7098667
3631059,7529915
3631059,3524744
1974470,9180051
1974470,3945997
4243253,5020596
4243253,5068768
4243253,1306246
3096861,8793795
3096861,7141953
3096861,5637647
7408659,9571313
2983388,1265980
4914568,5089244
4914568,9578104
3413447,7473942
3413447,5713807
9223768,4852503
9223768,8292125
9223768,6406607
1509619,1568861
1509619,6606820
2397456,4933438
2397456,9320400
2397456,5775260
2397456,4899545
5295418,9716150
2849130,6325179
2849130,2046946
2849130,5869002
2849130,4779860
3481591,7180542
3481591,2124827
5382111,6940289
5382111,6976733
9743492,6539509
9743492,4400699
9743492,7095746
9692080,7605343
9692080,5745160
1913355,1596283
1913355,9706137
5532330,4421984
2606971,1408103
8622536,5080366
8622536,7722623
4129942,2611895
4129942,3881774
4129942,6373126
6253609,4980113
3176113,8849253
3176113,8681570
3176113,8755745
3176113,7593039
3176113,4844695
3408214,1611658
5137688,2775715
5137688,1641078
5137688,1570484
5137688,1219847
5137688,8646997
9350810,7269917
9350810,6250979
9350810,4243888
7031222,7077239
8513381,3894049
8513381,5781377
8513381,8594229
3497553,9180051
3497553,3945997
7637078,5020596
7637078,5068768
7637078,1306246
1251015,8793795
1251015,7141953
